loan_id,customer_id,issue_date,funded_amount,total_payment,int_rate,grade,term_months,loan_status,purpose,dti,annual_income,address_state,credit_score,home_ownership,employment_length,verification_status,application_type,delinq_2yrs,open_accounts,revol_util,installment,emp_length_yrs,sub_grade,desc_len
18782,369,2026-04-24,16500.0,3797.26,13.73,C,36,Current,home_improvement,18.72,21400.0,WA,715,MORTGAGE,7.0,Source Verified,Individual,0,7,7.3,521.26,7.0,C2,145
18783,13085,2026-01-17,16200.0,1858.78,27.57,G,60,Charged Off,medical,12.94,31800.0,CA,586,MORTGAGE,2.6,Source Verified,Individual,0,22,48.6,344.43,2.6,G2,328
18784,6573,2026-05-11,40000.0,8584.47,12.31,C,36,Current,credit_card,23.03,154600.0,OH,811,RENT,0.4,Source Verified,Individual,0,10,11.7,1247.9,0.4,C3,369
18785,5883,2026-05-14,20700.0,4385.75,16.73,E,36,Current,debt_consolidation,8.72,64900.0,NY,696,OWN,9.6,Verified,Joint,0,9,60.4,671.19,9.6,E1,100
18786,9412,2026-11-17,13400.0,330.41,15.42,D,60,Current,car,20.23,49800.0,GA,731,MORTGAGE,3.5,Source Verified,Joint,0,2,63.7,257.77,3.5,D3,173
18787,4728,2026-05-01,8200.0,660.49,22.66,F,36,Charged Off,debt_consolidation,16.3,51100.0,CA,620,MORTGAGE,7.4,Not Verified,Individual,0,23,37.0,279.4,7.4,F3,220
18788,13002,2026-08-10,38200.0,52720.79,12.67,C,36,Fully Paid,medical,12.78,63000.0,MA,709,OTHER,3.9,Verified,Individual,1,19,51.6,1195.56,3.9,C3,265
18789,10851,2026-09-26,19300.0,615.48,25.94,G,36,Charged Off,car,41.57,56500.0,CA,778,MORTGAGE,9.4,Not Verified,Individual,0,24,31.1,675.18,9.4,G3,68
18790,3187,2026-01-12,10700.0,2075.51,7.11,A,60,Current,debt_consolidation,7.5,48300.0,VA,626,MORTGAGE,9.3,Source Verified,Individual,0,12,50.7,191.01,9.3,A2,280
18791,14504,2026-01-10,6200.0,10696.95,24.18,G,36,Fully Paid,vacation,21.39,95300.0,CA,577,OWN,2.5,Verified,Individual,0,15,57.9,213.86,2.5,G1,4
18792,12005,2026-08-18,30400.0,2265.42,24.18,G,60,Current,home_improvement,27.16,89700.0,CA,713,MORTGAGE,6.8,Source Verified,Individual,0,18,52.0,629.19,6.8,G1,397
18793,8449,2026-05-15,24100.0,29477.01,7.44,A,36,Fully Paid,debt_consolidation,8.69,31800.0,MA,600,MORTGAGE,8.2,Verified,Joint,0,9,49.5,719.23,8.2,A3,381
18794,4046,2026-02-01,9900.0,1811.84,19.51,E,60,Current,major_purchase,29.66,87400.0,MI,688,MORTGAGE,2.2,Not Verified,Individual,1,17,43.2,197.19,2.2,E5,88
18795,3898,2026-12-15,10500.0,12881.08,7.56,A,36,Fully Paid,home_improvement,22.17,83900.0,WA,834,MORTGAGE,2.1,Verified,Individual,0,11,87.2,313.71,2.1,A2,31
18796,6395,2026-12-17,18100.0,362.0,20.2,F,36,Current,credit_card,20.39,82600.0,FL,843,RENT,2.8,Verified,Individual,0,21,67.1,604.33,2.8,F5,239
18797,4375,2026-06-23,36700.0,2316.62,10.18,B,36,Charged Off,other,23.66,105000.0,WA,765,RENT,2.8,Source Verified,Individual,0,11,5.0,1123.23,2.8,B1,222
18798,366,2026-09-27,21100.0,28737.43,12.07,C,36,Fully Paid,small_business,27.4,28100.0,FL,811,RENT,7.8,Verified,Individual,2,24,44.9,656.83,7.8,C4,308
18799,8571,2026-01-25,9000.0,1681.64,10.82,B,60,Current,debt_consolidation,13.95,62000.0,CA,620,MORTGAGE,3.9,Source Verified,Individual,1,10,33.6,166.24,3.9,B2,249
18800,12998,2026-12-15,40000.0,800.0,22.06,F,60,Charged Off,major_purchase,16.4,109300.0,NJ,684,RENT,6.9,Source Verified,Individual,0,22,53.3,813.72,6.9,F5,1
18801,8572,2026-06-22,19200.0,26732.9,13.08,C,36,Fully Paid,home_improvement,30.56,86600.0,OH,734,MORTGAGE,12.9,Not Verified,Individual,2,12,7.7,603.08,12.9,C5,73
18802,124,2026-05-27,10200.0,2040.0,20.12,E,36,Current,small_business,13.32,141300.0,WA,801,MORTGAGE,6.3,Source Verified,Individual,0,14,3.3,340.35,6.3,E2,132
18803,13428,2026-09-23,14000.0,767.12,10.31,B,60,Current,debt_consolidation,7.36,59100.0,FL,677,MORTGAGE,11.1,Verified,Joint,1,5,38.3,257.39,11.1,B1,336
18804,356,2026-11-04,19200.0,31651.89,12.97,C,60,Fully Paid,vacation,0.0,42300.0,FL,717,MORTGAGE,1.5,Verified,Individual,1,4,69.8,361.51,1.5,C2,298
18805,13306,2026-12-12,37700.0,62798.71,13.31,C,60,Fully Paid,vacation,26.54,58600.0,PA,717,RENT,3.9,Verified,Individual,0,7,44.6,712.0,3.9,C1,17
18806,9449,2026-05-06,14600.0,3200.0,8.12,B,36,Current,home_improvement,34.53,94800.0,CA,638,MORTGAGE,2.9,Not Verified,Individual,2,4,8.3,438.5,2.9,B4,90
18807,2236,2026-02-13,6100.0,1793.79,15.63,D,36,Current,major_purchase,10.78,62600.0,NY,621,RENT,5.5,Not Verified,Individual,0,8,22.6,195.93,5.5,D4,202
18808,1443,2026-10-20,10700.0,428.0,4.23,A,60,Current,vacation,15.4,78000.0,CA,595,MORTGAGE,5.9,Verified,Individual,0,10,64.7,185.87,5.9,A3,357
18809,1310,2026-06-12,40000.0,7415.53,5.3,A,36,Current,car,8.09,144500.0,TX,673,RENT,1.2,Verified,Individual,0,9,10.9,1170.02,1.2,A1,99
18810,11065,2026-06-18,40000.0,7196.35,4.6,A,36,Current,home_improvement,17.54,118200.0,CA,635,OWN,12.7,Verified,Individual,0,23,31.0,1162.2,12.7,A3,322
18811,7732,2026-01-07,26200.0,35882.33,12.32,C,36,Fully Paid,debt_consolidation,16.1,59800.0,TN,690,RENT,10.5,Not Verified,Individual,0,9,22.4,817.43,10.5,C1,75
18812,2200,2026-11-03,3800.0,76.0,11.94,C,36,Charged Off,debt_consolidation,12.22,56100.0,MD,638,RENT,3.5,Verified,Individual,1,5,49.7,118.16,3.5,C3,66
18813,10041,2026-09-19,40000.0,3799.09,6.68,A,36,Current,vacation,31.18,55900.0,FL,793,MORTGAGE,4.4,Not Verified,Individual,0,12,32.6,1185.35,4.4,A5,10
18814,1174,2026-07-03,9600.0,1595.62,11.39,B,36,Current,vacation,13.49,238600.0,IL,625,RENT,7.8,Verified,Joint,0,16,62.7,297.05,7.8,B4,371
18815,2436,2026-10-19,30500.0,51382.79,13.69,C,60,Fully Paid,credit_card,20.89,33000.0,VA,628,MORTGAGE,9.2,Verified,Joint,0,12,47.7,577.94,9.2,C3,319
18816,12618,2026-12-24,17400.0,348.0,11.79,B,60,Current,vacation,14.29,36500.0,GA,647,RENT,2.7,Verified,Individual,1,7,40.9,324.19,2.7,B3,13
18817,7577,2026-12-01,27300.0,37103.82,11.97,C,36,Fully Paid,other,18.97,71800.0,AZ,692,RENT,7.9,Not Verified,Individual,1,21,19.2,849.11,7.9,C5,172
18818,4312,2026-12-18,22600.0,36479.61,12.28,C,60,Fully Paid,major_purchase,8.11,218500.0,TX,702,MORTGAGE,2.5,Source Verified,Joint,0,9,33.7,422.93,2.5,C5,66
18819,2244,2026-09-20,19100.0,22236.48,5.47,A,36,Fully Paid,car,18.46,32800.0,FL,770,RENT,15.0,Not Verified,Individual,0,16,47.4,559.6,15.0,A2,112
18820,10537,2026-10-11,14700.0,396.3,13.05,C,36,Charged Off,credit_card,9.57,59200.0,CA,633,MORTGAGE,1.1,Source Verified,Individual,0,10,36.2,461.61,1.1,C1,399
18821,6772,2026-07-24,8000.0,423.45,15.79,D,60,Charged Off,debt_consolidation,9.66,169300.0,IL,850,MORTGAGE,4.9,Source Verified,Individual,1,7,38.6,154.39,4.9,D2,183
18822,201,2026-10-11,8900.0,666.48,17.47,D,36,Current,small_business,0.0,138400.0,FL,725,MORTGAGE,11.7,Not Verified,Individual,0,13,35.3,290.41,11.7,D3,397
18823,9195,2026-11-19,16900.0,338.0,5.56,A,60,Charged Off,small_business,16.51,34800.0,MI,560,RENT,4.9,Not Verified,Individual,1,18,62.0,297.32,4.9,A5,208
18824,530,2026-05-10,12000.0,1551.78,21.49,F,60,Current,debt_consolidation,9.94,55100.0,AZ,817,RENT,6.1,Source Verified,Individual,0,18,11.7,242.99,6.1,F5,369
18825,10742,2026-05-16,16300.0,2054.25,12.52,B,60,Current,debt_consolidation,12.41,81200.0,NY,686,RENT,0.7,Not Verified,Individual,0,11,93.6,305.67,0.7,B4,186
18826,8642,2026-03-06,32100.0,5294.3,7.57,B,60,Current,home_improvement,11.1,48600.0,CA,829,MORTGAGE,3.0,Source Verified,Individual,0,2,25.4,575.51,3.0,B2,250
18827,7618,2026-12-12,27100.0,542.0,11.99,C,60,Current,major_purchase,25.84,71800.0,FL,762,RENT,3.3,Source Verified,Individual,0,19,0.0,505.82,3.3,C2,251
18828,3718,2026-09-27,22200.0,39444.3,15.54,C,60,Fully Paid,credit_card,0.0,59400.0,NJ,733,MORTGAGE,15.7,Not Verified,Individual,1,12,97.6,427.48,15.7,C4,59
18829,2162,2026-12-01,21300.0,426.0,14.92,D,60,Current,debt_consolidation,21.79,21500.0,NJ,629,MORTGAGE,3.1,Source Verified,Joint,0,21,58.1,407.98,3.1,D5,382
18830,12592,2026-11-11,19800.0,922.19,12.79,C,36,Current,home_improvement,18.4,36400.0,TX,763,OWN,6.6,Source Verified,Individual,0,24,54.8,620.33,6.6,C2,198
18831,2375,2026-09-26,35900.0,1908.11,13.95,D,60,Current,credit_card,15.63,101700.0,MA,673,RENT,9.7,Verified,Individual,0,20,50.9,681.8,9.7,D4,375
18832,13713,2026-10-18,19200.0,1315.07,11.45,C,36,Current,credit_card,24.19,42300.0,OH,722,MORTGAGE,6.2,Not Verified,Joint,0,17,56.2,594.42,6.2,C4,28
18833,1075,2026-04-16,9500.0,2255.71,8.39,B,36,Current,credit_card,29.61,204800.0,IL,631,OWN,1.1,Not Verified,Individual,1,24,69.0,286.02,1.1,B4,148
18834,5881,2026-09-04,40000.0,4347.03,7.63,A,36,Current,home_improvement,24.85,33000.0,AZ,784,OWN,7.8,Source Verified,Individual,0,5,38.5,1195.88,7.8,A4,82
18835,1345,2026-11-16,12200.0,244.0,5.2,A,36,Charged Off,car,15.86,63900.0,MI,622,OWN,9.8,Verified,Individual,2,23,34.7,356.5,9.8,A5,21
18836,11459,2026-05-07,5300.0,694.08,11.65,C,60,Current,home_improvement,35.93,82300.0,MI,743,MORTGAGE,0.0,Verified,Individual,0,20,54.1,98.63,0.0,C5,98
18837,13793,2026-11-16,16800.0,705.75,8.66,B,36,Current,credit_card,0.0,48800.0,FL,739,MORTGAGE,1.5,Verified,Individual,0,13,74.3,507.1,1.5,B4,309
18838,5240,2026-07-24,7500.0,11254.35,10.01,B,60,Fully Paid,moving,18.49,78500.0,WA,686,RENT,13.5,Verified,Joint,1,15,42.2,137.51,13.5,B2,212
18839,422,2026-07-05,6900.0,10741.13,11.13,B,60,Fully Paid,debt_consolidation,23.53,73300.0,GA,637,RENT,4.9,Verified,Individual,0,17,14.7,127.8,4.9,B4,88
18840,8472,2026-08-03,19400.0,2675.25,8.54,B,36,Current,credit_card,11.96,33400.0,WA,661,OWN,1.4,Verified,Individual,0,4,35.6,584.91,1.4,B3,390
18841,14182,2026-06-26,22200.0,3831.78,9.23,B,36,Current,major_purchase,13.92,74200.0,MI,619,RENT,12.2,Source Verified,Individual,0,6,34.3,673.6,12.2,B5,103
18842,10053,2026-12-20,8900.0,178.0,10.81,B,60,Current,home_improvement,13.93,45000.0,WI,611,RENT,1.5,Not Verified,Individual,0,20,63.2,164.37,1.5,B1,207
18843,185,2026-11-05,14200.0,29249.11,21.2,F,60,Fully Paid,home_improvement,20.88,61900.0,TX,732,MORTGAGE,6.3,Source Verified,Individual,0,12,35.7,286.83,6.3,F2,354
18844,13063,2026-08-17,39700.0,2980.22,12.29,C,60,Current,credit_card,2.94,32900.0,TX,684,RENT,10.7,Source Verified,Individual,0,18,98.9,742.99,10.7,C2,12
18845,5734,2026-06-03,5200.0,1006.76,8.6,B,36,Current,debt_consolidation,25.66,47400.0,OH,703,RENT,5.8,Source Verified,Individual,0,24,43.8,156.87,5.8,B4,255
18846,3297,2026-08-13,18500.0,857.59,12.6,C,60,Charged Off,credit_card,29.57,103200.0,GA,733,MORTGAGE,5.2,Source Verified,Joint,0,15,16.8,347.18,5.2,C4,266
18847,13844,2026-08-26,11000.0,1285.84,8.54,B,36,Current,credit_card,16.76,48800.0,IN,601,MORTGAGE,1.5,Source Verified,Individual,0,20,111.0,331.64,1.5,B5,370
18848,1532,2026-12-12,20100.0,402.0,12.88,C,60,Current,debt_consolidation,2.31,75000.0,TX,723,OWN,5.7,Verified,Individual,0,12,29.6,378.16,5.7,C4,235
18849,11710,2026-10-23,12500.0,18190.46,9.1,C,60,Fully Paid,credit_card,16.56,109200.0,TX,672,RENT,4.1,Source Verified,Individual,1,12,61.1,227.3,4.1,C4,266
18850,3625,2026-12-21,7100.0,9647.78,11.96,C,36,Fully Paid,credit_card,22.24,103200.0,TN,695,RENT,5.0,Verified,Joint,1,4,38.8,220.81,5.0,C3,289
18851,14367,2026-08-11,26200.0,2052.93,7.71,A,60,Current,moving,17.66,54500.0,MD,678,RENT,3.8,Verified,Individual,0,14,21.6,470.34,3.8,A1,376
18852,889,2026-05-17,40000.0,5019.18,15.17,C,60,Current,home_improvement,6.25,58200.0,IL,512,MORTGAGE,4.8,Verified,Individual,1,17,53.6,767.82,4.8,C5,110
18853,7657,2026-12-02,26500.0,726.03,6.69,A,36,Current,debt_consolidation,21.16,65800.0,WI,616,MORTGAGE,6.3,Verified,Individual,0,10,47.6,785.38,6.3,A1,193
18854,8720,2026-12-18,16100.0,322.0,18.39,E,36,Current,home_improvement,18.0,51800.0,TN,704,OWN,8.7,Source Verified,Individual,0,3,29.8,529.45,8.7,E2,258
18855,10415,2026-11-14,28700.0,574.0,12.04,C,36,Charged Off,credit_card,32.93,116100.0,NY,690,RENT,6.2,Verified,Individual,1,12,29.1,893.18,6.2,C4,38
18856,474,2026-02-22,15900.0,33600.15,22.26,F,60,Fully Paid,medical,29.11,72500.0,TX,713,MORTGAGE,6.6,Verified,Individual,0,22,73.7,324.0,6.6,F1,308
18857,6782,2026-05-21,40000.0,8219.18,24.53,G,36,Current,credit_card,19.87,111400.0,NC,697,RENT,7.7,Verified,Individual,1,12,60.0,1383.64,7.7,G1,181
18858,1730,2026-12-06,18200.0,432.15,11.3,C,36,Current,debt_consolidation,2.07,68900.0,NJ,702,OWN,0.0,Verified,Individual,0,14,51.6,562.68,0.0,C4,345
18859,12066,2026-11-23,40000.0,1424.66,15.1,D,36,Current,debt_consolidation,15.28,34500.0,TN,784,MORTGAGE,5.5,Verified,Individual,0,23,49.8,1278.94,5.5,D2,14
18860,8072,2026-10-04,30800.0,1502.03,13.48,C,60,Current,car,16.84,77400.0,IL,753,MORTGAGE,16.3,Not Verified,Individual,0,18,60.4,582.52,16.3,C3,39
18861,6515,2026-09-16,23800.0,2325.66,9.45,B,36,Current,moving,24.85,97000.0,MI,555,MORTGAGE,1.1,Verified,Individual,0,5,44.5,723.61,1.1,B2,55
18862,1618,2026-12-22,20300.0,26863.26,10.78,B,36,Fully Paid,vacation,13.41,46800.0,NY,566,RENT,10.4,Source Verified,Individual,0,4,31.1,624.66,10.4,B4,164
18863,2141,2026-07-16,21900.0,2028.0,8.31,A,60,Current,debt_consolidation,23.37,34300.0,NY,692,RENT,6.0,Source Verified,Joint,0,23,61.0,395.32,6.0,A3,7
18864,11511,2026-06-14,7100.0,1303.29,4.45,A,36,Current,debt_consolidation,18.09,44000.0,NY,723,OTHER,3.7,Verified,Individual,0,9,25.8,206.0,3.7,A4,205
18865,129,2026-07-12,17000.0,2685.84,11.98,B,36,Current,debt_consolidation,23.34,37400.0,NJ,652,MORTGAGE,0.2,Verified,Individual,0,11,3.0,528.81,0.2,B3,388
18866,6803,2026-08-15,40000.0,3046.58,11.27,C,60,Current,car,23.57,70800.0,TX,690,MORTGAGE,3.5,Verified,Individual,0,18,56.8,741.79,3.5,C5,258
18867,4135,2026-08-11,11500.0,540.66,23.3,G,36,Charged Off,credit_card,20.12,73800.0,CA,621,MORTGAGE,10.0,Not Verified,Individual,0,6,13.5,393.89,10.0,G5,71
18868,2633,2026-11-05,14700.0,20312.86,12.73,C,36,Fully Paid,debt_consolidation,0.62,35800.0,TN,695,MORTGAGE,4.8,Source Verified,Individual,0,23,19.7,460.3,4.8,C5,160
18869,12309,2026-11-05,27500.0,550.0,15.59,D,36,Charged Off,credit_card,9.17,135900.0,TX,670,MORTGAGE,5.9,Verified,Individual,0,16,12.0,882.94,5.9,D5,339
18870,9751,2026-02-01,5900.0,1799.63,15.65,D,36,Current,car,12.59,105100.0,PA,680,MORTGAGE,2.5,Verified,Individual,0,20,50.0,189.54,2.5,D1,143
18871,7934,2026-11-04,8100.0,429.04,13.61,C,36,Current,credit_card,5.27,65500.0,PA,645,RENT,10.3,Source Verified,Individual,2,24,74.3,255.61,10.3,C4,146
18872,8574,2026-02-21,40000.0,11470.32,12.42,C,36,Current,debt_consolidation,12.2,109200.0,TX,624,MORTGAGE,4.7,Source Verified,Individual,1,16,57.8,1249.09,4.7,C5,318
18873,7723,2026-09-22,14200.0,785.86,7.69,A,60,Current,credit_card,30.92,123400.0,NY,741,MORTGAGE,0.0,Not Verified,Individual,2,16,23.6,254.87,0.0,A1,256
18874,11104,2026-02-12,40000.0,11799.09,5.93,A,36,Current,major_purchase,5.68,62800.0,CA,701,RENT,10.2,Verified,Individual,0,22,56.3,1176.97,10.2,A3,394
18875,7490,2026-04-18,29600.0,6974.25,9.78,B,36,Current,major_purchase,15.67,62600.0,CA,687,MORTGAGE,3.7,Source Verified,Individual,0,13,4.4,902.6,3.7,B2,384
18876,4338,2026-12-21,12600.0,252.0,12.56,C,36,Current,vacation,20.28,52900.0,MD,664,MORTGAGE,6.9,Source Verified,Individual,0,19,78.5,393.97,6.9,C4,373
18877,12248,2026-02-23,37000.0,10542.47,10.62,B,36,Current,debt_consolidation,21.59,141000.0,MD,771,RENT,10.7,Source Verified,Individual,0,7,4.1,1136.95,10.7,B2,320
18878,14029,2026-07-17,13500.0,22087.8,21.2,F,36,Fully Paid,debt_consolidation,3.08,37800.0,GA,615,RENT,7.4,Verified,Joint,0,5,62.7,454.52,7.4,F3,146
18879,7728,2026-10-14,7700.0,11204.15,9.1,B,60,Fully Paid,debt_consolidation,27.21,102800.0,FL,811,MORTGAGE,2.9,Verified,Individual,0,15,21.8,140.01,2.9,B1,235
18880,12851,2026-10-13,40000.0,1753.42,8.76,B,60,Current,debt_consolidation,11.26,87100.0,TX,678,MORTGAGE,11.7,Not Verified,Individual,0,18,39.5,725.04,11.7,B2,124
18881,11655,2026-05-25,5100.0,1029.32,15.43,D,36,Current,car,13.62,127400.0,NY,643,MORTGAGE,8.3,Verified,Individual,0,14,108.4,163.53,8.3,D4,212
18882,10811,2026-04-09,12600.0,1106.04,12.32,C,36,Charged Off,home_improvement,12.15,38000.0,IL,717,MORTGAGE,8.3,Source Verified,Individual,0,17,43.8,393.12,8.3,C4,386
18883,324,2026-04-16,6800.0,581.26,11.34,C,60,Charged Off,vacation,27.06,61300.0,AZ,756,RENT,6.5,Verified,Individual,0,14,43.1,126.19,6.5,C5,276
18884,4595,2026-12-18,17000.0,23470.58,12.69,C,36,Fully Paid,credit_card,16.66,88700.0,TX,756,MORTGAGE,10.0,Verified,Individual,2,18,54.9,532.14,10.0,C3,287
18885,11871,2026-10-25,21600.0,804.82,12.05,C,60,Current,debt_consolidation,32.88,74500.0,IL,734,RENT,13.4,Not Verified,Individual,0,23,64.8,403.37,13.4,C3,93
18886,5052,2026-12-09,28000.0,46380.6,13.13,C,60,Fully Paid,major_purchase,19.18,126600.0,WA,711,RENT,1.8,Source Verified,Individual,0,17,42.0,527.94,1.8,C5,318
18887,12838,2026-02-27,40000.0,55826.53,7.91,A,60,Fully Paid,credit_card,21.95,44700.0,MO,700,OTHER,10.5,Verified,Individual,1,4,32.2,719.42,10.5,A1,46
18888,11361,2026-09-10,29900.0,1110.81,10.81,B,60,Charged Off,vacation,15.79,49400.0,CA,653,MORTGAGE,6.8,Verified,Joint,1,7,0.0,552.19,6.8,B2,239
18889,12066,2026-07-04,16600.0,23271.21,13.4,C,36,Fully Paid,credit_card,18.15,34500.0,TN,784,MORTGAGE,5.5,Source Verified,Individual,0,19,55.3,522.88,5.5,C3,346
18890,12224,2026-10-08,14100.0,15902.0,4.26,A,36,Fully Paid,car,14.96,47000.0,CA,654,RENT,10.8,Verified,Individual,0,17,59.5,408.35,10.8,A3,180
18891,11462,2026-11-20,9300.0,214.03,5.05,A,60,Current,home_improvement,20.76,47900.0,NC,786,OWN,14.4,Verified,Joint,0,22,33.1,162.82,14.4,A4,61
18892,3211,2026-04-15,19600.0,2803.07,9.67,B,60,Current,debt_consolidation,19.14,68100.0,FL,703,RENT,8.1,Verified,Individual,2,23,57.0,358.26,8.1,B4,159
18893,14268,2026-01-25,12100.0,3768.13,5.44,A,36,Current,major_purchase,16.95,71300.0,FL,590,RENT,0.0,Verified,Joint,0,18,70.2,354.4,0.0,A4,70
18894,12349,2026-04-20,40000.0,3366.58,14.31,D,60,Charged Off,major_purchase,7.1,129700.0,NY,666,OWN,6.0,Source Verified,Individual,1,5,62.3,762.1,6.0,D3,147
18895,4277,2026-07-19,20900.0,1901.04,6.86,A,60,Current,medical,17.22,80800.0,MO,757,RENT,2.1,Verified,Individual,0,10,45.1,372.22,2.1,A4,51
18896,7961,2026-04-18,10000.0,14029.56,8.06,A,60,Fully Paid,credit_card,28.59,155100.0,WI,535,MORTGAGE,3.6,Verified,Joint,0,3,43.6,180.1,3.6,A2,371
18897,1122,2026-03-14,16300.0,4361.55,14.63,C,36,Current,small_business,16.44,62300.0,NC,700,RENT,6.1,Source Verified,Individual,0,14,99.2,519.03,6.1,C2,285
18898,1887,2026-08-04,36100.0,1780.27,11.81,C,60,Charged Off,vacation,22.86,60300.0,OH,620,MORTGAGE,2.5,Not Verified,Individual,0,18,77.6,672.71,2.5,C3,198
18899,5703,2026-08-09,21300.0,1692.33,17.54,D,60,Current,debt_consolidation,34.04,42900.0,TN,744,RENT,3.9,Verified,Individual,0,19,58.9,417.27,3.9,D5,18
18900,12307,2026-07-13,15300.0,2403.29,8.56,B,36,Current,small_business,10.82,25100.0,MI,608,MORTGAGE,10.5,Source Verified,Individual,0,5,37.1,461.38,10.5,B2,147
18901,5020,2026-02-03,14600.0,4426.67,8.81,A,36,Current,moving,6.57,71200.0,AZ,766,OWN,0.0,Not Verified,Individual,0,16,101.1,441.27,0.0,A3,231
18902,14703,2026-04-25,25900.0,56587.99,23.7,G,60,Fully Paid,debt_consolidation,20.83,74300.0,NY,775,MORTGAGE,0.0,Verified,Individual,0,16,42.2,533.96,0.0,G4,253
18903,224,2026-09-09,17600.0,1832.33,9.57,B,36,Current,major_purchase,25.64,127600.0,TX,618,RENT,5.6,Source Verified,Individual,0,17,36.9,535.69,5.6,B5,210
18904,12146,2026-03-22,11600.0,16797.07,8.96,B,60,Fully Paid,small_business,18.67,55400.0,CA,778,MORTGAGE,9.7,Source Verified,Individual,1,15,28.8,210.66,9.7,B2,20
18905,5985,2026-08-14,19700.0,2518.72,9.97,B,36,Current,credit_card,12.96,49900.0,VA,514,RENT,8.6,Source Verified,Individual,0,18,10.0,601.76,8.6,B3,251
18906,3663,2026-09-11,19200.0,1963.84,5.32,A,36,Current,debt_consolidation,10.74,39300.0,GA,667,MORTGAGE,9.3,Not Verified,Individual,0,10,9.9,561.72,9.3,A5,111
18907,10993,2026-09-17,19600.0,1138.41,15.79,D,60,Current,car,25.64,123000.0,VA,585,RENT,7.3,Not Verified,Individual,0,14,46.6,378.24,7.3,D4,221
18908,4108,2026-06-23,33100.0,3482.3,15.8,D,60,Current,credit_card,11.54,70400.0,NC,795,MORTGAGE,3.2,Not Verified,Individual,0,5,69.0,638.85,3.2,D1,214
18909,5771,2026-06-10,7600.0,11496.8,17.09,E,36,Fully Paid,debt_consolidation,16.23,101200.0,NY,790,MORTGAGE,6.9,Verified,Individual,1,16,48.5,247.19,6.9,E3,9
18910,4876,2026-02-02,13400.0,4075.07,9.52,B,36,Current,major_purchase,10.67,148400.0,VA,666,RENT,3.8,Source Verified,Individual,0,22,0.0,407.65,3.8,B2,356
18911,4061,2026-05-19,15500.0,21379.56,12.64,C,36,Fully Paid,debt_consolidation,17.59,57400.0,WA,718,OWN,2.3,Source Verified,Individual,0,21,35.1,485.0,2.3,C4,193
18912,8032,2026-12-26,11000.0,220.0,11.34,B,36,Current,debt_consolidation,22.98,18000.0,MA,722,RENT,4.3,Not Verified,Individual,0,23,81.2,340.2,4.3,B5,156
18913,1116,2026-07-10,9500.0,910.96,18.02,E,60,Current,other,36.82,49300.0,MO,705,MORTGAGE,1.7,Not Verified,Individual,0,21,63.8,186.86,1.7,E4,106
18914,1891,2026-01-02,19100.0,6349.22,4.18,A,36,Current,debt_consolidation,9.58,28200.0,TX,776,RENT,7.3,Verified,Individual,2,19,53.7,552.75,7.3,A4,90
18915,11396,2026-03-17,20700.0,1973.59,21.9,G,36,Charged Off,debt_consolidation,29.3,149900.0,FL,706,MORTGAGE,9.7,Verified,Individual,0,19,44.0,700.93,9.7,G2,117
18916,12704,2026-06-07,12700.0,2412.42,10.5,B,36,Current,vacation,29.58,163300.0,IL,718,MORTGAGE,13.4,Not Verified,Joint,2,10,34.8,389.81,13.4,B5,180
18917,4549,2026-04-26,40000.0,5479.45,5.42,A,60,Current,credit_card,21.91,28200.0,IL,710,MORTGAGE,8.8,Verified,Individual,2,5,20.7,702.8,8.8,A1,324
18918,11057,2026-12-17,14300.0,286.0,6.25,A,36,Current,credit_card,14.57,36900.0,IL,709,MORTGAGE,9.5,Source Verified,Individual,0,6,58.5,422.05,9.5,A2,279
18919,14829,2026-09-18,6000.0,8802.5,15.57,D,36,Fully Paid,credit_card,0.0,37200.0,AZ,699,MORTGAGE,8.9,Source Verified,Individual,0,14,29.7,192.62,8.9,D1,362
18920,9038,2026-12-26,27300.0,546.0,15.15,D,36,Current,debt_consolidation,10.82,37400.0,TX,802,RENT,2.7,Source Verified,Individual,0,2,35.8,873.26,2.7,D4,58
18921,14957,2026-08-16,8800.0,665.42,18.37,D,60,Current,credit_card,0.94,97800.0,FL,778,RENT,3.8,Source Verified,Individual,0,9,77.5,173.61,3.8,D5,131
18922,14958,2026-12-19,40000.0,800.0,16.81,D,36,Charged Off,debt_consolidation,20.46,48100.0,NC,613,RENT,5.5,Verified,Individual,0,24,61.1,1297.91,5.5,D4,375
18923,3669,2026-12-13,10000.0,200.0,13.87,C,60,Current,major_purchase,8.59,44400.0,GA,569,RENT,2.5,Verified,Individual,0,9,89.7,189.79,2.5,C4,338
18924,12499,2026-10-25,8800.0,11495.1,6.13,A,60,Fully Paid,credit_card,13.56,155000.0,MI,575,MORTGAGE,2.8,Source Verified,Individual,0,10,66.0,155.65,2.8,A2,190
18925,1984,2026-10-26,35600.0,1306.96,4.54,A,60,Current,credit_card,16.03,98800.0,PA,681,RENT,9.0,Verified,Joint,1,24,70.8,620.29,9.0,A3,371
18926,3147,2026-01-12,13600.0,26720.75,19.3,E,60,Fully Paid,credit_card,24.24,38800.0,NY,762,RENT,2.7,Source Verified,Individual,2,15,9.4,270.4,2.7,E3,58
18927,658,2026-10-04,16500.0,1341.1,18.01,E,36,Current,home_improvement,30.09,54100.0,MA,713,RENT,13.3,Verified,Individual,0,22,20.1,540.86,13.3,E4,55
